"","Protein","Estimate","Std_Error","df","t_value","Pr_t","padj","significant","diffexpressed"
"1406","DIXDC1",0.299009433495445,0.374155623575122,83.022057840161,0.799157929629274,0.426479281792168,0.766995848401202,"Not-Significant","NO"
"1407","DKK1",0.263843987714109,0.145277640426077,78.6554183880874,1.81613624051365,0.0731597367227543,0.395107324319217,"Not-Significant","NO"
"1408","DKK3",0.010518473602807,0.0775994019391501,82.8007845764876,0.135548384909656,0.892507301827714,0.970671326281629,"Not-Significant","NO"
"1409","DKK4",-0.123509752558005,0.106090850990655,82.5308959727037,-1.16418853656744,0.24770202768716,0.635155939217883,"Not-Significant","NO"
"1410","DKKL1",-0.275947703788113,0.192356010327241,84.6685741739859,-1.43456761927357,0.155093728030252,0.540939151484052,"Not-Significant","NO"
"1411","DLEU7",-0.10450672237496,0.38413279085799,78.8356228669434,-0.272058842312151,0.786288021188466,0.930558353907915,"Not-Significant","NO"
"1412","DLG4",0.53950502223406,0.19962911122403,84.9008725840991,2.70253681402513,0.00830905216133234,0.148720805238982,"Not-Significant","NO"
"1413","DLGAP5",0.121233128125338,0.247165532607528,86.1558728750673,0.490493665708006,0.625031510328005,0.864157069525942,"Not-Significant","NO"
"1414","DLK1",-0.0356687441489988,0.136827422255966,83.7792838230312,-0.260684178367933,0.794975749303709,0.934083282282335,"Not-Significant","NO"
"1415","DLL1",0.0698442817504261,0.0686585679916622,78.0863502459437,1.01726971292072,0.312166716862873,0.689137537922296,"Not-Significant","NO"
"1416","DLL4",-0.229404438344999,0.386544799015449,67.46226796081,-0.593474388814194,0.554848354913853,0.830626330696127,"Not-Significant","NO"
"1417","DLST",0.0759486959243121,0.0935480224453645,67.8320564660898,0.811868534887191,0.419707019244974,0.76255411109735,"Not-Significant","NO"
"1418","DLX3",0.384164134172386,0.389657806767558,65.145697256707,0.985901289542367,0.327829171387202,0.69754132103807,"Not-Significant","NO"
"1419","DMAP1",0.280232013025357,0.234984413844724,72.3984456549288,1.19255574631657,0.236937389603729,0.626923220595388,"Not-Significant","NO"
"1420","DMC1",0.202820085261342,0.264529601118038,84.7321038730211,0.766719809065299,0.445379107011821,0.779094382952469,"Not-Significant","NO"
"1421","DMD",0.925275880757111,0.146383293917641,79.3952840039686,6.32091173790429,1.41514267953673e-08,2.58531928144331e-06,"Significant","UP"
"1422","DMP1",-0.126002166164792,0.190180782178023,80.715879356569,-0.662538899681485,0.509513357372805,0.814131613928512,"Not-Significant","NO"
"1423","DMRTC1",0.145008823303402,0.158340711316804,83.5877272489571,0.915802525436882,0.362405021196276,0.721059481512077,"Not-Significant","NO"
"1424","DNER",0.000177162846209086,0.0705450731667358,75.3638803156005,0.00251134258221485,0.998002876402551,0.99942318992787,"Not-Significant","NO"
"1425","DNLZ",0.551446372173468,0.463787495892614,85.2547623771055,1.18900655377124,0.237738293596507,0.627572236907969,"Not-Significant","NO"
"1426","DNM1",0.250752994412482,0.261715372504636,84.6312965100044,0.958113358083466,0.34073472550464,0.707528478182237,"Not-Significant","NO"
"1427","DNM3",0.319816286559319,0.193265053218088,81.3072229553624,1.65480660488798,0.101819139818487,0.460271162763092,"Not-Significant","NO"
"1428","DNMBP",0.387640839798066,0.152537216032237,82.5531213303145,2.54128697167348,0.0129153613235836,0.185435187784135,"Not-Significant","NO"
"1429","DNPEP",0.197914936836337,0.153354801952714,69.296972168957,1.29056889198268,0.201142665342061,0.59980831809322,"Not-Significant","NO"
"1430","DNPH1",-0.0490795114682434,0.122130132094108,71.7358665606635,-0.401862428433509,0.688980071012929,0.898022581440467,"Not-Significant","NO"
"1431","DOC2B",-0.0290753387590858,0.424280120430634,76.6594218345333,-0.0685286379422515,0.945543258508504,0.987550471319487,"Not-Significant","NO"
"1432","DOCK10",0.567767002405118,0.237675356506687,244.999999995364,2.38883412546451,0.0176595994298531,0.215269343891966,"Not-Significant","NO"
"1433","DOCK8-AS1",0.476978089944093,0.34944223262084,84.3631795043267,1.36496978732858,0.175891832486276,0.568910212766966,"Not-Significant","NO"
"1434","DOCK9",0.445510338454303,0.289163541723357,86.4532451742971,1.54068640811062,0.127045553347137,0.501181937180292,"Not-Significant","NO"
"1435","DOHH",-0.0020943331280752,0.148504388736359,86.4473965588847,-0.0141028365955789,0.988780434177666,0.99942318992787,"Not-Significant","NO"
"1436","DOK1",0.313476526366756,0.290325871680902,85.7927606863717,1.07974023999935,0.28328400852901,0.663774300837875,"Not-Significant","NO"
"1437","DOK2",0.237604319308531,0.275695836226261,82.9368292863582,0.861834993813729,0.391263346425567,0.739954446752394,"Not-Significant","NO"
"1438","DOK7",0.0913779322429179,0.141589259940437,69.8646143403307,0.6453733304444,0.520799192157306,0.818522825601654,"Not-Significant","NO"
"1439","DOP1B",0.575181302191996,0.221938499503387,242.999999998359,2.59162472252012,0.0101306080553705,0.160694495441176,"Not-Significant","NO"
"1440","DPEP1",-0.0771515757802367,0.110004079909736,82.6319871488849,-0.701351948432672,0.485053952032488,0.799957590503412,"Not-Significant","NO"
"1441","DPEP2",-0.110528055309259,0.0743204085136671,73.9717475817665,-1.48718309707533,0.141216827542694,0.515235826227056,"Not-Significant","NO"
"1442","DPF1",0.0910995958089639,0.201351507208374,80.4222325187345,0.4524405954145,0.652169709520068,0.879408277179262,"Not-Significant","NO"
"1443","DPF3",-0.00772895956246463,0.302548716387021,72.639680637285,-0.025546165439941,0.979689376470235,0.996471600001818,"Not-Significant","NO"
"1444","DPH3P1",-0.0403480229193727,0.28500504562564,73.1057723429604,-0.141569503904049,0.887809458451113,0.970106941364703,"Not-Significant","NO"
"1445","DPP10",-0.00308054137355154,0.0936852824766599,83.8037501450047,-0.0328818069617179,0.973847030393825,0.995646770942973,"Not-Significant","NO"
"1446","DPP4",-0.0852823849700185,0.0734328237452322,84.495719999391,-1.16136600256443,0.248763415227842,0.635155939217883,"Not-Significant","NO"
"1447","DPP6",-0.0695415539185503,0.10828683251053,83.2588918507211,-0.642197692058156,0.522509196650358,0.818858325691418,"Not-Significant","NO"
"1448","DPP7",0.0281891149483012,0.168427996008838,83.1021446815861,0.16736597012543,0.867488705537349,0.96390796148425,"Not-Significant","NO"
"1449","DPPA4",-0.797231359868862,0.31779607783925,79.5626339877116,-2.50862554783361,0.0141526221615853,0.194250238891396,"Not-Significant","NO"
"1450","DPT",-0.125926559297401,0.0569629317919183,85.9913843188039,-2.21067552768179,0.0297128165476182,0.274726767019224,"Not-Significant","NO"
"1451","DPY30",0.222450311272766,0.111135773088451,78.7272541543825,2.00160852883727,0.048771872503898,0.339544521058675,"Not-Significant","NO"
"1452","DRAXIN",0.184043039164468,0.113733296625193,80.9829008747685,1.61819840473789,0.109508376626363,0.470539642632985,"Not-Significant","NO"
"1453","DRC1",-0.301123466139218,0.297347152879242,81.7529379333165,-1.01270001485943,0.31419133848895,0.691429644846741,"Not-Significant","NO"
"1454","DRC3",0.176251854781661,0.122783258696125,85.8731539155963,1.43547138798348,0.154785338689387,0.540931876237713,"Not-Significant","NO"
"1455","DRD2",0.285244144365121,0.372478654704624,71.6670737809636,0.765799974743035,0.446310202389721,0.779094382952469,"Not-Significant","NO"
"1456","DRG2",0.207844872403649,0.154027040338924,79.3103986172062,1.34940509112104,0.181046425640999,0.573989845001632,"Not-Significant","NO"
"1457","DRGX",-0.106360140756704,0.367674170770594,73.1373130722813,-0.289278250179466,0.773186888792775,0.924906839231436,"Not-Significant","NO"
"1458","DROSHA",0.266544907719815,0.214836464781587,76.2209417991137,1.24068745960234,0.218526577174006,0.612244212516068,"Not-Significant","NO"
"1459","DSC2",0.0647041739085716,0.0737281121808813,80.6674849626545,0.877605190131944,0.38276434119421,0.73331971752341,"Not-Significant","NO"
"1460","DSCAM",0.067383059739908,0.126873410204563,77.0395255896875,0.53110466276002,0.596874171951162,0.849607566630106,"Not-Significant","NO"
"1461","DSCC1",0.0951991017726491,0.324890637906685,88.9257292713738,0.293018913644388,0.770190375271826,0.924805715056072,"Not-Significant","NO"
"1462","DSG2",0.107391118949629,0.0744503578864068,82.0485609857227,1.44245268926017,0.152981334887354,0.537463602276659,"Not-Significant","NO"
"1463","DSG3",-0.144442498846767,0.0807455433089496,84.7901458553532,-1.78886032501013,0.0772086171565783,0.406611584190409,"Not-Significant","NO"
"1464","DSG4",0.0484656444327837,0.139499975174763,86.0148389213117,0.347424036255683,0.729121457150057,0.911562467576505,"Not-Significant","NO"
"1465","DSPP",-0.250722416090404,0.301616546315646,80.4848439673991,-0.831262141129418,0.408284911488835,0.754216687959501,"Not-Significant","NO"
"1466","DTD1",0.201665312600464,0.26247554034696,84.1893628425786,0.768320401717766,0.444446696125314,0.778997948010912,"Not-Significant","NO"
"1467","DTHD1",0.325764900473638,0.293340764017276,84.5136575181058,1.11053402879408,0.269918612566288,0.653881175510549,"Not-Significant","NO"
"1468","DTL",0.499882148264287,0.311853036232744,83.6347160668159,1.6029414185059,0.112717823101428,0.476088190953533,"Not-Significant","NO"
"1469","DTNB",0.951943767829445,0.12450762233446,81.6569757935079,7.64566658635787,3.5789982144753e-11,1.11538426707589e-08,"Significant","UP"
"1470","DTX2",-0.170603601560485,0.323840553644909,86.8314677425116,-0.526813580449691,0.599666327599537,0.850890882629709,"Not-Significant","NO"
"1471","DTX3",0.130115015659139,0.0533201687233308,77.7355792888081,2.44025888841957,0.0169529515373083,0.212834965283597,"Not-Significant","NO"
"1472","DTX3L",0.429154403585471,0.185379007826334,84.3125994064835,2.31501079122999,0.0230428331367191,0.243189103502665,"Not-Significant","NO"
"1473","DTYMK",0.13459772745539,0.188767636867168,83.6679469571058,0.713033916667098,0.477808792529812,0.795797228174456,"Not-Significant","NO"
"1474","DUOX2",-0.0579115638815299,0.114283561833987,80.0507513899516,-0.506735727800073,0.613733231699392,0.860461592530552,"Not-Significant","NO"
"1475","DUS1L",0.0135711251137661,0.619886802659872,75.5524516445296,0.02189290860127,0.982591099073579,0.998038275094291,"Not-Significant","NO"
"1476","DUS2",0.267583692424819,0.15388851865074,82.0425023209791,1.7388151810865,0.0858183889965905,0.422832681760876,"Not-Significant","NO"
"1477","DUS3L",0.242961008626378,0.200469495899276,83.0857418222756,1.21195999190047,0.228963036469093,0.621003328745936,"Not-Significant","NO"
"1478","DUSP15",0.106612261628101,0.0986865207970521,69.5780786830355,1.08031229358413,0.283733625595247,0.664054277186732,"Not-Significant","NO"
"1479","DUSP19",0.161314556280491,0.157501439841333,83.9374326611023,1.0242100417812,0.308678803774274,0.685406664876825,"Not-Significant","NO"
"1480","DUSP29",1.02548118942829,0.232975656379089,89.1283170399366,4.40166670357897,2.97280321904474e-05,0.0026694765177117,"Significant","UP"
"1481","DUSP3",0.0363401162545497,0.236783000692544,84.3728218719451,0.153474346335091,0.878390695262972,0.967559829192651,"Not-Significant","NO"
"1482","DUT",-0.00517482461853564,0.213606973708189,82.2208310340654,-0.0242259160770895,0.980731105701335,0.996787523186683,"Not-Significant","NO"
"1483","DXO",0.02063367126436,0.163298151277727,74.565290633766,0.126355816663641,0.899790371333618,0.97373725750796,"Not-Significant","NO"
"1484","DYNC1H1",0.391533457399691,0.139198878662119,83.3163260052435,2.81276301334345,0.00612442978598701,0.128249917020392,"Not-Significant","NO"
"1485","DYNC1I2",0.650995090034636,0.227787437596634,84.9897150993321,2.85790602371768,0.0053616437596738,0.124043618509833,"Not-Significant","NO"
"1486","DYNC2H1",0.268031807153453,0.336395218279481,88.0888152127223,0.796776507479273,0.427723131748528,0.768682887382531,"Not-Significant","NO"
"1487","DYNC2I1",0.398501445866098,0.163991986624756,81.5729769604661,2.43000560007815,0.017293350206609,0.214156980488999,"Not-Significant","NO"
"1488","DYNC2LI1",0.193252038506284,0.272061344041747,80.5660102820817,0.71032523634313,0.479553591906664,0.796449821292008,"Not-Significant","NO"
"1489","DYNLT1",0.343684418669072,0.20374546371604,79.899235090083,1.68683224843751,0.095536504248814,0.447967301042965,"Not-Significant","NO"
"1490","DYNLT3",0.266970153403703,0.113635705467098,78.9422555511964,2.3493509571338,0.0213064437183353,0.236726304018242,"Not-Significant","NO"
"1491","DYRK4",-0.053135988287727,0.199578191177874,80.3736053359775,-0.26624145641429,0.790735077110063,0.93090377502792,"Not-Significant","NO"
"1492","DZANK1",0.315172238086596,0.208631723135379,72.8748229052171,1.51066306384329,0.135198482280489,0.51008205434597,"Not-Significant","NO"
"1493","DZIP1L",0.347394983769978,0.243667959353089,68.1439268222577,1.42569004432209,0.158522704257141,0.545622183805267,"Not-Significant","NO"
"1494","DZIP3",-0.109631054522648,0.173194469962175,83.8213018665147,-0.632993966531327,0.528460782043259,0.821253689521929,"Not-Significant","NO"
"1495","EAF2",0.210543399815678,0.148560779121319,81.1858112302415,1.41722062216531,0.160244743881728,0.548434530416922,"Not-Significant","NO"
"1496","EAPP",0.20489271721054,0.200934830649862,80.257404307856,1.01969736430403,0.310936016732038,0.688111535775413,"Not-Significant","NO"
"1497","EBAG9",0.0605219852026392,0.215665032704774,85.1786739714778,0.280629569122077,0.779675017851277,0.928894853083261,"Not-Significant","NO"
"1498","EBI3_IL27",0.116752086125253,0.0891303183837028,87.0478373251565,1.30990316474176,0.193675005016341,0.589029952110548,"Not-Significant","NO"
"1499","ECD",0.152481682827716,0.487468173419701,78.9497200931753,0.312803360592799,0.755254850849271,0.920836704364446,"Not-Significant","NO"
"1500","ECE1",-0.0944335750394052,0.0664343449940498,78.730658684791,-1.42145715514864,0.159133036436592,0.54644139995771,"Not-Significant","NO"
"1501","ECHDC3",0.725899632862623,0.292574863123732,82.441656794525,2.48107313496592,0.0151317525064628,0.199920261294863,"Not-Significant","NO"
"1502","ECHS1",0.495034085202705,0.21335307773136,81.7195342613687,2.32025753022424,0.0228213448554664,0.242786114546709,"Not-Significant","NO"
"1503","ECI1",0.367113532136738,0.129252977499812,82.9525753386219,2.84027137508127,0.00566879519584593,0.125259631973745,"Not-Significant","NO"
"1504","ECI2",0.240458314433538,0.173858272286245,79.8892391207424,1.38307088452852,0.170496482330231,0.561398609935092,"Not-Significant","NO"
"1505","ECM1",0.00789312596385176,0.0642812229066949,81.5361801773443,0.122790538308656,0.902575126534096,0.974692829265724,"Not-Significant","NO"
"1506","ECPAS",-0.238346513759619,0.357782212512793,71.7675636290411,-0.666177650603848,0.507433362841558,0.812936787521795,"Not-Significant","NO"
"1507","ECSCR",-0.0788067318841364,0.196094805216511,80.8856497753576,-0.401880772910454,0.688831713271113,0.898022581440467,"Not-Significant","NO"
"1508","ECSIT",0.396476776280004,0.226558542445437,82.9851483556506,1.74999702946752,0.0838151890843303,0.419523191277591,"Not-Significant","NO"
"1509","ECT2",0.259392436770942,0.221629732492427,84.5780032074078,1.17038645426243,0.245132733182227,0.632668566024742,"Not-Significant","NO"
"1510","EDA2R",1.39902524043977,0.106105216026969,85.0747118930061,13.1852635791644,2.8731646110892e-22,1.52220261095506e-18,"Significant","UP"
"1511","EDAR",0.243771882642967,0.229916661467192,82.143588330395,1.06026192746258,0.292133053064298,0.66942946156343,"Not-Significant","NO"
"1512","EDARADD",0.147713237862105,0.39634972080656,83.9760836551065,0.37268409716932,0.710322552697129,0.907668939703379,"Not-Significant","NO"
"1513","EDDM3B",-0.120405663808365,0.236812966322908,84.2307063323837,-0.508442023584911,0.612472499019654,0.860461592530552,"Not-Significant","NO"
"1514","EDEM2",-0.0618092211433128,0.165681063541022,62.3335183772075,-0.373061470166198,0.710368353519224,0.907668939703379,"Not-Significant","NO"
"1515","EDF1",-0.115653102892865,0.262619682777375,79.8335075051759,-0.440382463605768,0.660850225574717,0.883022571272346,"Not-Significant","NO"
"1516","EDIL3",-0.0721151975060268,0.112651821496875,87.1041607407211,-0.640160066191451,0.523748919373497,0.819014691511448,"Not-Significant","NO"
"1517","EDN1",-0.125209539341411,0.0828836200989142,78.7386099938207,-1.51066687473333,0.134876296891197,0.509682325912669,"Not-Significant","NO"
"1518","EDNRB",0.0662182329010566,0.10990704345054,68.1524491457716,0.602493077987816,0.548845464005409,0.827476440519346,"Not-Significant","NO"
"1519","EEF1AKMT2",0.0186947671071062,0.24359193148035,86.1561855846924,0.0767462493256443,0.939003354040699,0.986204028467079,"Not-Significant","NO"
"1520","EEF1D",0.597459395008114,0.218063433422989,84.3610604014923,2.73984219008966,0.00750002135984482,0.139624076641231,"Not-Significant","NO"
"1521","EEIG1",-0.377051352698309,0.194924556458789,59.4025651027934,-1.93434505917691,0.0578380834134205,0.357407847667008,"Not-Significant","NO"
"1522","EEIG2",0.314930142836579,0.225139682031436,81.7436016857152,1.3988211229356,0.165649444723397,0.555091069079063,"Not-Significant","NO"
"1523","EEPD1",-0.361157540050561,0.259721126446889,75.2317381859731,-1.39055896218907,0.168459121155139,0.559299727503514,"Not-Significant","NO"
"1524","EFCAB10",0.255474084330425,0.222825582184697,83.424030532597,1.14652043910589,0.254857744575107,0.641716124680231,"Not-Significant","NO"
"1525","EFCAB12",0.15980862596133,0.194050783968773,73.3463335485341,0.823540223300752,0.412870651591515,0.757407489929578,"Not-Significant","NO"
"1526","EFCAB13",0.0791011070145425,0.45075049245195,83.0113006636224,0.175487566489957,0.861123901935365,0.96209077023483,"Not-Significant","NO"
"1527","EFCAB2",0.130581120741173,0.135970944366172,78.8626260535895,0.960360475172664,0.339809075875784,0.706834897522538,"Not-Significant","NO"
"1528","EFCAB8",-0.598145116563496,0.349411093382301,80.5052655203013,-1.71186641721489,0.090771262819615,0.4371874094712,"Not-Significant","NO"
"1529","EFCC1",0.549661213044717,0.246863339155414,78.5313240057335,2.2265809695569,0.0288404903865245,0.271397723033405,"Not-Significant","NO"
"1530","EFEMP1",-0.0693713056671263,0.0744041325257569,79.1172338546575,-0.932358234848201,0.353987993866305,0.712914669892799,"Not-Significant","NO"
"1531","EFEMP2",0.0539639944416434,0.0927306525610315,79.6344502187643,0.581943434573876,0.562248657670546,0.835005705630309,"Not-Significant","NO"
"1532","EFHD1",-0.130676774904465,0.0908551738235676,81.046551007818,-1.43829756088769,0.154200068771384,0.539598391248872,"Not-Significant","NO"
"1533","EFHD2",-0.049858345120987,0.117427976749704,74.6908354142959,-0.42458659768327,0.67235862897858,0.888556331464443,"Not-Significant","NO"
"1534","EFNB2",-0.0864441140610143,0.123382318779929,87.1410789455423,-0.70061995037717,0.485406760658768,0.799957590503412,"Not-Significant","NO"
"1535","EGF",0.218732362283802,0.247305112681948,81.0200854246946,0.884463567743168,0.379063265821892,0.731828552170287,"Not-Significant","NO"
"1536","EGFL6",0.197632779786429,0.251074445043729,81.0551809021413,0.787148129519941,0.433490776179152,0.772418670651402,"Not-Significant","NO"
"1537","EGFL7",0.0636023949839571,0.102851955549422,79.2763880968536,0.618387804531293,0.538092425817229,0.823186731255343,"Not-Significant","NO"
"1538","EGFLAM",-0.184489105933567,0.0926099111181357,74.3963091914753,-1.99210973972567,0.050028850676259,0.343778016709235,"Not-Significant","NO"
"1539","EGFR",-0.0376200935396795,0.0469876620494729,74.5682711038488,-0.800637697191012,0.425885005056314,0.766940433986523,"Not-Significant","NO"
"1540","EGLN1",-0.302950874727802,0.239294425347336,73.3130635505361,-1.26601726842599,0.209515119156737,0.60568063048197,"Not-Significant","NO"
"1541","EHBP1",0.330484391962154,0.185865455913192,82.8054674609372,1.77808399273777,0.0790609567320634,0.410993952125614,"Not-Significant","NO"
"1542","EHD2",0.245499489891806,0.130873761601578,244.999999996004,1.87584957356988,0.0618650181272068,0.367853456232913,"Not-Significant","NO"
"1543","EHD3",0.11244837519346,0.231534964441878,75.3388089866769,0.485664769744474,0.628614353594833,0.866444529407468,"Not-Significant","NO"
"1544","EHD4",0.249122551095988,0.153628012669592,85.694722704794,1.62159587152751,0.108563712288048,0.46849086356817,"Not-Significant","NO"
"1545","EHMT1",-0.116740777356365,0.25588352916798,85.6665940815293,-0.45622622814354,0.64938183925674,0.877758992322124,"Not-Significant","NO"
"1546","EID1",0.122467632813067,0.264084309032807,64.4488052955108,0.463744450632444,0.644393336636303,0.877396032686619,"Not-Significant","NO"
"1547","EIF1AX",0.00561443290731748,0.295332602334125,76.8179998281267,0.0190105422257634,0.984881986845812,0.999215772943147,"Not-Significant","NO"
"1548","EIF2AK1",-0.134033076392309,0.154517174500063,72.8628233487239,-0.867431577272689,0.388553427636758,0.7380826408177,"Not-Significant","NO"
"1549","EIF2AK2",0.101232372858978,0.294486570227863,83.7936505623207,0.343758877631153,0.73188872067487,0.912578593112606,"Not-Significant","NO"
"1550","EIF2AK3",0.857695407173247,0.22231689190346,83.9151258365831,3.8579857780024,0.000223590598489023,0.0134611703499414,"Significant","UP"
"1551","EIF2B4",0.295828428634534,0.18281940779136,82.9105957429169,1.61814564552219,0.109429491150374,0.470539642632985,"Not-Significant","NO"
"1552","EIF2B5",0.66586326010966,0.317551518037674,85.6528821887869,2.09686687761531,0.0389541565479318,0.311693648581786,"Not-Significant","NO"
"1553","EIF2D",0.0908159926195282,0.200545980763359,76.5070425631999,0.452843743234572,0.651942870534914,0.879408277179262,"Not-Significant","NO"
"1554","EIF2S2",0.111129930203655,0.160108120083004,79.6124366429566,0.694093030047711,0.489644313318643,0.802640956671464,"Not-Significant","NO"
"1555","EIF3G",0.201685093969915,0.283401047068072,74.8223681810595,0.711659664127743,0.478888540982262,0.796346272301143,"Not-Significant","NO"
"1556","EIF3M",0.249162005442699,0.429869587694626,80.7808039020954,0.579622314709317,0.563782403734247,0.835249973564897,"Not-Significant","NO"
"1557","EIF4B",0.101980412350787,0.168074249843516,85.2462918263606,0.606758099148054,0.545624067697592,0.826445159491953,"Not-Significant","NO"
"1558","EIF4E",0.362163153579852,0.30112784950274,80.8636451407908,1.20268900461349,0.232606423357178,0.623112572622232,"Not-Significant","NO"
"1559","EIF4E2",0.0156730818293473,0.183189625017371,87.4629053002613,0.085556601952,0.932014447080219,0.983045858158882,"Not-Significant","NO"
"1560","EIF4EBP1",-0.0406767859804392,0.191988754101021,77.0121726934264,-0.211870670086415,0.832767657576979,0.94963475028903,"Not-Significant","NO"
"1561","EIF4ENIF1",-0.293769478974961,0.275668320268862,78.7501123012726,-1.06566281786911,0.289832499018418,0.668851602212975,"Not-Significant","NO"
"1562","EIF4G1",0.297037368243226,0.244424527048152,86.1152795569055,1.21525188912285,0.227591367617397,0.621003328745936,"Not-Significant","NO"
"1563","EIF4G3",0.474149519200376,0.257094210165736,85.8805862902166,1.84426369965592,0.068592690123899,0.382734793646215,"Not-Significant","NO"
"1564","EIF4H",0.121276273600202,0.154238046817328,84.9301768538401,0.786292851230382,0.433884355492671,0.772418670651402,"Not-Significant","NO"
"1565","EIF5",0.26491972805973,0.245667785272256,85.7025913900922,1.07836576035453,0.283896364255936,0.664054277186732,"Not-Significant","NO"
"1566","EIF5A",0.0253554182930278,0.0428315603875533,72.2179078895734,0.591979793955769,0.555712928983481,0.8316856208346,"Not-Significant","NO"
"1567","EIF5A2",0.0533013882392044,0.10727054791536,84.9661227168364,0.496887442779365,0.620551682573229,0.861833020676284,"Not-Significant","NO"
"1568","EIF5AL1",-0.497798609798247,0.381859992574483,76.6799479593612,-1.3036155121727,0.19626505530249,0.59316158755995,"Not-Significant","NO"
"1569","EIPR1",0.184104530724536,0.319258666979208,71.0322577370201,0.576662592957971,0.565990407200503,0.835269408732107,"Not-Significant","NO"
"1570","ELAC1",0.0840096393662376,0.207699027735584,83.5557022205075,0.404477769020604,0.686894957509177,0.897452400711127,"Not-Significant","NO"
"1571","ELANE",-0.0541798452745014,0.118589899590822,82.5880176422902,-0.456867283482334,0.64896584219156,0.877758992322124,"Not-Significant","NO"
"1572","ELAVL3",0.0335417055626342,0.116208693901662,58.8242422213166,0.288633358111896,0.773876646134697,0.924906839231436,"Not-Significant","NO"
"1573","ELAVL4",0.821368207951841,0.17434259453309,80.8138131843073,4.71123083920808,1.00976641146093e-05,0.0010917841730449,"Significant","UP"
"1574","ELF5",0.19308290732661,0.112483624058152,86.9443657250312,1.71654237621992,0.0896236658397813,0.433235567170768,"Not-Significant","NO"
"1575","ELFN2",-0.136974368167599,0.110797224510751,74.7587852292986,-1.23626172742538,0.220231415988377,0.612855275226009,"Not-Significant","NO"
"1576","ELN",0.137154108702024,0.0755982956048751,77.0277345368904,1.81424868913552,0.0735332575553418,0.395478221479358,"Not-Significant","NO"
"1577","ELOA",-0.265620953594178,0.178332245656779,75.6853975589829,-1.48947237565435,0.140518524938048,0.514730039438158,"Not-Significant","NO"
"1578","ELOB",0.195790384358595,0.165981914918193,75.8336153276074,1.17958865853002,0.241851230918778,0.631213928365909,"Not-Significant","NO"
"1579","EMB",-0.000286035897225693,0.149596712854613,68.3029302801656,-0.00191204667380412,0.998479981934355,0.99942318992787,"Not-Significant","NO"
"1580","EMC2",0.0731490544345144,0.102640762100549,68.9978215395738,0.712670609000897,0.478452849105022,0.796346272301143,"Not-Significant","NO"
"1581","EMC7",-0.636877458644302,0.354844461739919,71.9589167641672,-1.79480737989113,0.0768839242204057,0.405708197728794,"Not-Significant","NO"
"1582","EME1",0.655899552242507,0.287796936713423,62.7014349882252,2.27903590542948,0.0260801660956033,0.25864962458641,"Not-Significant","NO"
"1583","EMG1",-0.204768931405744,0.228753875117761,84.2656234925389,-0.895149563260207,0.373257015316636,0.72813423400374,"Not-Significant","NO"
"1584","EMID1",-0.00836792184963043,0.0470165145306792,83.1576619891317,-0.177978353630833,0.859172820526611,0.961178847256022,"Not-Significant","NO"
"1585","EML1",0.0744055967381872,0.189205776014821,88.4560721408933,0.393252247924813,0.695079393079827,0.901474767464486,"Not-Significant","NO"
"1586","EML4",0.370067716152081,0.24358116378493,87.111947454969,1.51927887362765,0.132313585049158,0.506500992478641,"Not-Significant","NO"
"1587","EML6",-0.555544983497349,0.30117891785564,65.1642019499971,-1.84456796462637,0.0696461959305496,0.385571118866554,"Not-Significant","NO"
"1588","EN1",0.102481588820483,0.309777195071736,73.0967295476383,0.330823541728924,0.741724225558972,0.917714840497766,"Not-Significant","NO"
"1589","EN2",-0.033926215710038,0.137851140759512,88.5809203025354,-0.246107616687946,0.806168306542993,0.937329224399425,"Not-Significant","NO"
"1590","ENDOD1",-0.362434372723672,0.524608068459444,86.2928922934195,-0.690866943369725,0.49150342777772,0.803699123569864,"Not-Significant","NO"
"1591","ENDOU",-0.331150050226828,0.0891104677410347,79.1626270268509,-3.71617452608585,0.000375504026445865,0.0205094879598989,"Significant","DOWN"
"1592","ENG",-0.0262058398880759,0.0433450322254933,73.4301257237406,-0.604586928249253,0.547317158483466,0.827057726401514,"Not-Significant","NO"
"1593","ENO1",-0.0221857650615879,0.163817399517571,77.7870225792819,-0.135429845223543,0.892621876490014,0.970671326281629,"Not-Significant","NO"
"1594","ENO2",0.160358840736702,0.177355017238078,79.2718525567863,0.90416861746538,0.368645613882705,0.725538164125464,"Not-Significant","NO"
"1595","ENO3",0.415685051821681,0.193811415501482,82.706114652121,2.14479137230439,0.0349034070029583,0.294925439077629,"Not-Significant","NO"
"1596","ENOPH1",0.00607057553190876,0.142148690213813,69.6728144570956,0.0427058140513127,0.96605819789739,0.991837000207293,"Not-Significant","NO"
"1597","ENPEP",-0.187048520801894,0.256221509230038,90.3061821530022,-0.730026613940362,0.467263443303891,0.793326083554154,"Not-Significant","NO"
"1598","ENPP1",-0.06079963062724,0.0801739232324537,85.1214935983627,-0.75834670645915,0.450338047395782,0.781392354445188,"Not-Significant","NO"
"1599","ENPP2",-0.107550092083302,0.07835885383651,66.316516270151,-1.37253273647541,0.174521922955294,0.567598003570993,"Not-Significant","NO"
"1600","ENPP5",-0.535045504475398,0.115046459174316,78.6498170183081,-4.6506907584588,1.31459011478848e-05,0.00136562714277439,"Significant","DOWN"
"1601","ENPP6",0.0132291200752673,0.108106569717496,81.9794654841757,0.122371102050852,0.902904610606411,0.974849934174193,"Not-Significant","NO"
